handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_ce690ef7-071a-e57e-5430-c877980294cc,Product,1 Mill Road 2024 Grenache,"<p>100% Grenache comes from Coyote Canyon Vineyards in Washington's Horse Heaven Hills AVA.</p><p>&nbsp;</p><p>Lifted aromas of sour cherry, cranberry and rose petal mingle with white pepper and savour garrigue. A gentle freshness lingers, promising graceful development in bottle and a long elegant finish.</p>",02af16_ad5d0d9981b54f689658cebaf7ac301b~mv2.png, Red; Wine; Okanagan;1 Mill Road,668638,,33.99,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,1 Mill Road
product_7fecc14a-05e4-2a98-2453-181b5a08a3a2,Product,Modest Wines Natural Gas,"<p>A sémillon from a single block, with a little natural gas added in the méthode ancestrale steez, as the cool kids say.&nbsp;From the Lost Horn vineyard, Okanagan Falls. 100% Sémillon.</p><p>Supernaturally fermented bubble. Honeyed-but-fresh, effortlessly stylish &amp; elegant.</p>",7c9ba4_98612c809e3649b888d201431715a93e~mv2.png, White;Modest Wines; Okanagan; Wine,369763,,19.99,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>12 x 750 ml</p>
",,,,,,,,,,,,,,,,,
product_6ce2073e-3b31-19d9-036b-de4530349516,Product,Modest Wines No. 4 Orange,"<p>Their modest effort to ferment one of the noble four on skins each vintage. a rotating variety in an orange expression.&nbsp;From the Lazy River Vineyard, in the Similkameen Valley, 100% Riesling, fermented on native yeasts for 33 days. Think Orange Pekoe tea &amp; citrus rind.</p>",7c9ba4_ab31895154bd4cd5ae1ffe1d005bf5ce~mv2.png, White;Modest Wines; Okanagan; Wine,111524,,19.99,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>12 x 750 ml</p>
",,,,,,,,,,,,,,,,,
product_1868b428-069e-d0af-24e2-2d2a5291b204,Product,"Modest Wines ""By Jove"" 2021","<p><span>Their first ""Super-Okanagan"", first basked in the sun drenched, sage scented slopes of the black sage bench. 85% Sangiovese with a dash of Okanagan's most prolific grape thrown in for some balance.</span></p>",7c9ba4_8c5930953c55466f9b78ed4a5da27bde~mv2.png, White;Modest Wines; Okanagan; Wine,061419,,19.99,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>12 x 750 ml</p>
",,,,,,,,,,,,,,,,,
product_1045b068-1991-804f-cdbc-88299037902b,Product,"Unsworth 2022 Pinot Noir ""Saison Vineyard""",<p>Saison Vineyard Pinot Noir</p><p>A snapshot of a special place to grow Pinot Noir. This wine is complex and full of dark cherry and floral notes with undercurrents of earthy complexity. Saison Pinot Noir is one of our favourite wines from grape to glass.</p>,7c9ba4_d015fc206c0c4832a852aca5d62e9ff5~mv2.png, Vancouver Island; Wine; Red;Unsworth Vineyards,148952,NEW (By Allocation) 93 pts Gis,54.99,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Unsworth Vineyards
product_8fba20ea-72fb-a152-e167-bb75cb716ef2,Product,Macaloney's The Peat Project: Moscatel,"<p>This whisky is from our ‘peated’ island single malt range – double distilled using only the best malted barley available, and uniquely peat-smoked at the distillery, a traditional practice only done by a tiny handful of distilleries. The patient, yet purposeful, distillation produces a complex, layered and balanced ‘clearach’ (new-make spirit).</p><p>&nbsp;</p><p>54 PPM</p><p>ABV: 50%</p><p>Natural Colour &amp; Non-Chill Filtered</p>",7c9ba4_bc6a372fdac7498ba044a0362a26a61d~mv2.png, Spirits; Vancouver Island;Macaloney's Island Distillery,365279,,79.41,,true,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>6 x 700 ml</p>
",,,,,,,,,,,,,,,,,Macaloney's Island Distillery
product_756b1917-b530-f691-cced-2956e6a0e6dc,Product,Macaloney's Island Drams Collection Tasting Pack,"<p><span>Featuring An Loy, Cath Nah Aven, Kildara, St. Mallie, and Siol Dugall. Designed for gifting and exploration, showcasing the distillery’s award-winning range.</span></p><p>&nbsp;</p><p>ABV: 46-57%</p><p>Natural Colour &amp; Non-Chill Filtered</p>",7c9ba4_b8717035700547f89a9653acac417349~mv2.png, Spirits; Vancouver Island;Macaloney's Island Distillery,269030,,35.15,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>5 x 50 ml</p>

<p>&nbsp;</p>
",,,,,,,,,,,,,,,,,Macaloney's Island Distillery
product_4387e454-f20c-278e-61cb-52d0163464f3,Product,Macaloney's Killeigh,"<p><span>Triple pot distilled whisky matured in Moscatel wine casks. Notes of vanilla, pear, banana, lychee, and toasted hazelnut. Celebrated for its dessert-like style and creamy texture.</span></p><p>&nbsp;</p><p>15 PPM</p><p>ABV: 46%</p><p>Natural Colour &amp; Non-Chill Filtered</p>",7c9ba4_14829f04363845d89a7ef2a1a53ed62c~mv2.png, Spirits; Vancouver Island;Macaloney's Island Distillery,673192,,73.86,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>6 x 700 ml</p>
",,,,,,,,,,,,,,,,,Macaloney's Island Distillery
product_0aa04054-3af8-6423-f7d7-cb90b3b08886,Product,"Macaloney's The Peat Project: Ex-Bourbon Cask, Islay Peat","<div><div><div><div><div><div><div><div><div><p>Macaloney’s first ever peated single malt with Islay peat!</p><p>&nbsp;</p><p>From the ‘peated’ single malt range, this island whisky undergoes double distillation using traditional Scottish methods, uses only the finest local malted barley and is uniquely peat-smoked at the distillery – a practice exclusive to a select few. The patient, purposeful distillation yields a complex, layered, and balanced ‘clearach’ (new-make spirit).</p><p>&nbsp;</p><p>The Peat Project range allows you to explore how peats from Washington USA, Canada, and now for the first time; Scotland, differ in their unique flavour profiles.</p><p>&nbsp;</p><p>This expression was distilled using local barley peat-smoked at our distillery to 54 ppm with Scottish peat traditionally hand-cut on the island of Islay. It was then fully matured in a carefully selected Bourbon cask,blanketed with fresh maritime island air.</p><p>&nbsp;</p></div></div></div><div><div><div><p>Nose:<span> Lightly medicinal leading to fruit &amp; floral notes. The most notable early presence includes juniper, pine, treacle and hazelnut. Finishing to dark fruit cake, freshly brewed coffee, delicate pipe smoke and fresh sea breeze.</span></p><p>&nbsp;</p><p>Palate:<span> Velvety with vanilla pods, blackberry jam, and fresh blackcurrents with hints of sweet peat smoke. The Islay peat presents as iodine, seaweed, dried tobacco leaf and leather. Sourdough and malted milk yield to clover honey and then finishes with dried ginger and cellared oak casks.</span></p></div><p>&nbsp;</p></div><p>54 PPM</p><p>ABV: 46%</p><p>Natural Colour &amp; Non-Chill Filtered</p></div></div></div></div></div></div></div>",7c9ba4_3e8d133836de48638d224adff76218ff~mv2.png, Spirits; Vancouver Island;Macaloney's Island Distillery,318191,,78.87,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>6 x 700 ml</p>
",,,,,,,,,,,,,,,,,Macaloney's Island Distillery
product_0d822487-c1c4-2b6e-f746-28667291a6bd,Product,Macaloney's Siol Dugall,"<div><p>Siol Dugall, our Whiskymaker’s medium peated signature expression was married from a select combination of Kentucky Bourbon casks, virgin American casks, and re-charred Portuguese red wine barriques.<strong>&nbsp;</strong>The nose is superb with pine wood smoke, light peat smoke and tropical fruit, pork scratchings, rosemary, cedar, sandal wood, and lapsang souchong tea, developing to rose petals, dates, lemon zest, and butterscotch with hints of nutmeg, cloves and ginger. There are also summer meadow flowers, fresh cut grass, malt extract and burnt heather.<strong>&nbsp;</strong>The palate has a velvety mouthfeel with sweet malty peat smoke, barley water, sweetpea flowers, clover honey, crème brûlée with burnt caramel, fennel seed, lemon sponge cake, and dried hay, with lingering oak, a light sweet smoke finish, and a hint of salt with ocean breeze.</p><p>&nbsp;</p><p>27 PPM</p><p>ABV: 46%</p><p>Natural Colour &amp; Non-Chill Filtered</p></div>",7c9ba4_c5cbff74d1844c5ca6a6cd3fc6d84692~mv2.png, Spirits; Vancouver Island;Macaloney's Island Distillery,339156,,78.11,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>6 x 700 ml</p>
",,,,,,,,,,,,,,,,,Macaloney's Island Distillery
product_7d2da5f9-81a7-d2a8-1e9b-3b22d860db14,Product,Macaloney's An Loy,"<div><p>An Loy, formerly known as Glenloy, is our ‘Whiskymaker’s Signature Selection’ whereby we carefully selected our classic single malt whisky from a combination of 60% first use Bourbon casks for a delicate, clean presentation, 15% from Dr. Swans wonderful Portuguese STR red-wine barriques for pronounced oak and sweet red-berry contribution, and 15% Oloroso / 10% PX Spanish Sherry casks for wonderful, rich and delicate fruit cake and plums. Together they compliment the tropical fruits and creamy presentation of our new-make house style (which garnered a Gold Medal at the prestigious World Whiskies Awards) to create fruit, floral and Sherry notes followed with oak, vanilla, malt, and sea breeze on the nose. On the palate, creamy, caramelized orange, vanilla, potpourri, fruit cake, blackcurrant, honey, wood spices, and lingering oak.</p><p>&nbsp;</p><p>ABV: 46%</p><p>Natural Colour &amp; Non-Chill Filtered</p></div>",7c9ba4_ca3b986ba2ab4d33a7ebcfd3e1ca9aed~mv2.png, Spirits; Vancouver Island;Macaloney's Island Distillery,414006,,73.86,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>6 x 700 ml</p>
",,,,,,,,,,,,,,,,,Macaloney's Island Distillery
product_e27cce30-d41a-b721-3ecf-a1cb008e8085,Product,Macaloney's Kildara,"<p>This island whisky is from our triple distilled single potstill range – triple distilled using only the best unmalted and malted barley available. Kildara was married from a select combination of Kentucky Bourbon, Spanish Oloroso, virgin American, and Spanish Pedro Ximénez (PX) casks. The result is a full bodied, triple distilled single potstill, island whisky with pronounced Oloroso and PX notes including dried fruit cake, vanilla crème laced with cinnamon, demerara sugar, and old seasoned leather notes. Abundant tropical fruits include candied orange, dried apricot, figs, ripe blackberries, blackcurrant jam, dried raisins and roasted nuts. The complexity continues with barley, malt and dried hay, butterscotch, milk chocolate, light tobacco and ocean breeze.</p><p>&nbsp;</p><p>ABV: 46%</p><p>Natural Colour &amp; Non-Chill Filtered</p>",7c9ba4_c9f3a63ffdb44eb9980bfe3a26646929~mv2.png, Spirits; Vancouver Island;Macaloney's Island Distillery,355837,,78.11,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>6 x 700 ml</p>
",Notes,"<p>2023 World's Best Whisky Awards</p>
",,,,,,,,,,,,,,,Macaloney's Island Distillery
product_a0966da9-9e29-e868-47fb-5cdfe2904b4e,Product,Macaloney's Cath Nah Aven,"<div><p>Cath-Nah-Aven is our salute to the great Sherried whiskies from the banks of the river Spey. This award-winning Vancouver Island distilled classic single malt spirit was carefully matured in premium Oloroso and Pedro Ximénez casks from Andalucía in Spain. This whisky is carefully selected from a range of&nbsp; American (Quercus alba) oak casks. These were married by our Whiskymaker to create a complex red-berry, plum, and oak nose that compliments and enhances the fruit and floral notes of our new-make spirit.</p><p>&nbsp;</p><p>ABV: 57%</p><p>Natural Colour &amp; Non-Chill Filtered</p></div>",7c9ba4_241de9abb12d443eba165adfb5557a0d~mv2.png, Spirits; Vancouver Island;Macaloney's Island Distillery,313227,,73.86,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>6 x 700 ml</p>
",,,,,,,,,,,,,,,,,Macaloney's Island Distillery
product_a144e891-abb0-2604-709c-5abfb9b94eda,Product,Macaloney's Na Braiche,"<div><p>This single malt whisky was crafted from new-make that took ‘Canadian Best’ at the prestigious World Whiskies Awards. One the nose there are ripe red berries, tropical fruit, toffee, toasted oak and wood spices. The palate is smooth and creamy with tropical fruits, fruit cake, honey, citrus, dark chocolate, juicy malt, a hint of sea salt, emerging spices and a long oak finish.</p><p>&nbsp;</p><p>ABV: 46%</p><p>Natural Colour &amp; Non-Chill Filtered</p></div>",7c9ba4_533cf5e23f544c729a754e531f3b328b~mv2.png, Spirits; Vancouver Island;Macaloney's Island Distillery,354352,,61.29,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>6 X 700 ml</p>
",,,,,,,,,,,,,,,,,Macaloney's Island Distillery
product_6d728c13-2708-af1e-ed9b-bd99fb952fca,Product,Salt Spring Wild Saskatoon Berry - Keg,"<p>A blend of apple cider and Canadian Saskatoon berries. Simple and uncomplicated, this cider allows the unique character of the berries to shine through with a balanced sweetness and a hint of earthiness. 6.4% ABV</p>",02af16_b7ee7ef2290e4cc4a31dac2157017ea8~mv2.png, Keg; Gulf Islands; Cider;Salt Spring Wild Cider House,015212,,200.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,1 x 20 litre,,,,,,,,,,,,,,,,,Salt Spring Wild Cider House
product_d31aaed6-2aa8-8681-57c3-d176b6f01c1d,Product,Macaloney's An Aba,"<p>An Aba, our Whiskymaker’s lightly peated ‘sherried’, signature expression was crafted from a select marrying of Kentucky Bourbon casks, Spanish Oloroso barriques, Portuguese&nbsp;shaved-toasted-re-charred (STR) red wine barriques, virgin American oak casks, and Spanish Pedro Ximénez casks.</p><p>&nbsp;</p><p>15 PPM</p><p>ABV: 46%</p><p>Natural Colour &amp; Non-Chill Filtered</p>",7c9ba4_970f4fa0475f4018bc30b3a5f02bdb59~mv2.png, Spirits; Vancouver Island;Macaloney's Island Distillery,309805,,78.87,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>6 x 700 ml</p>
",,,,,,,,,,,,,,,,,Macaloney's Island Distillery
product_1d137632-352a-465f-9e5b-fbddc4d717e2,Product,Odd Society Limoncello 375 ml,"<p><em>Tradition meets innovation</em></p><p>Inspired by Odd Society's gin, they combine fresh lemon peel with select gin botanicals including bitter orange, rose, elderflower and finished with a touch of local clover honey. Bright, floral and zesty, enjoy this limoncello as a refreshing addition to your favourite summer spritz, or alone as a traditional after-dinner digestif.</p>",7c9ba4_37e34b943eec4c12b3f01f6cb8c573a1~mv2.png, Spirits; Lower Mainland;Odd Society Spirits,,,17.75,,false,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 375 ml,,,,,,,,,,,,,,,,,Odd Society Spirits
product_9981b352-e8fe-afa3-cf21-e1bcd2bfa67a,Product,Mt. Boucherie Reserve Petit Verdot. 2022,"<p>Our 2022 Reserve Petit Verdot was farmed on the Golden Mile Slopes by the Dhaliwal family,</p><p>&nbsp;</p><p>Appellation: British Columbia BC VQA.&nbsp; Aged in a combination of new and seasoned French oak for 22 months.</p><p>&nbsp;</p><p>Known for its inky colour and intensity, the 2022 expression of Petit Verdot mirrors the style of the vintage and cuts a fine, svelte profile with softer tannins, dark fruit, and hints of hawthorn berry.</p>",7c9ba4_2d3e2683a0654191918d27ed822bc169~mv2.png, Wine; Okanagan; Red;Mt. Boucherie Estate Winery,111529,NEW ARRIVAL,29.99,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p><span>12 x 750 ml</span></p>
",,,,,,,,,,,,,,,,,
product_b02c4ba8-942a-2d29-74f3-856fbb8e15ad,Product,Mt. Boucherie Reserve G.S.M. 2022,"<p>Syrah 55%, Mourvedre 26.4%, Grenache 18.6%&nbsp;farmed in Osoyoos and Okanagan Falls, two contrasting sites providing complementary characteristics.</p><p>&nbsp;</p><p>Appellation: British Columbia BC VQA</p><p>&nbsp;</p><p>Aged in a combination of new and seasoned French oak for 18 months.&nbsp; On the palate a medium-bodied profile with plush red fruit, soft tannins.</p>",7c9ba4_c0a41e5914514054b6ad3c6ff8fa421b~mv2.png, Wine; Okanagan; Red;Mt. Boucherie Estate Winery,130708,NEW ARRIVAL,29.99,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p><span>12 x 750 ml</span></p>
",,,,,,,,,,,,,,,,,
product_63dd22a4-75b2-07f8-55b0-73f474ca1020,Product,"Nagging Doubt 2024 Viognier ""Sidestep""","<p>Our first Sidestep away from BC grapes, fruit for this Viognier comes from the Yakima Valley. This wine was cold-fermented in stainless steel to preserve natural fruit aromas and flavours. On the nose and palate, intense stone fruit notes of peach prevail, with hints of citrus and tropical fruit.&nbsp;</p>",7c9ba4_959722340b654514b1b93c7a94d5f72a~mv2.png, Okanagan; Wine; White;Nagging Doubt Winery,678210,NEW ARRIVAL,20.23,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Nagging Doubt Winery
product_3de814b2-b4c4-cdd2-c035-b3ed61df40bf,Product,"Nagging Doubt 2024 Chardonnay ""Sidestep""","<p>Our first Sidestep away from BC grapes, fruit for this Chardonnay comes from theAirfield Estates vineyard in Yakima Valley.</p><p>&nbsp;</p><p>15% of this wine saw new French oak, the remainder held in stainless steel to let the fruit characteristics shine.</p><p>&nbsp;</p><p>Classic pear, and peach notes prevail with some tropical fruit evident on the nose and palate. A hint of vanilla from the oak rounds out this lighter style Chardonnay.</p><p>&nbsp;</p>",7c9ba4_31015f7ec8744e7785dabfb0160315e4~mv2.png, Okanagan; Wine; White;Nagging Doubt Winery,678213,NEW ARRIVAL,20.23,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,12 x 750 ml,,,,,,,,,,,,,,,,,Nagging Doubt Winery
product_da541d97-c07d-496b-f99d-a225b85b51d9,Product,Ones Sparkling Red  200 ml,"<p>Sparkling Rosé&nbsp;in&nbsp;200 ml bottle (new format)</p><p>Bursting with the fresh scent of just-ripe blackberry and juicy pomegranate, this light-bodied red is as vibrant as it is refined. With a bright acidity &amp; smooth medium tannins, every sip is a perfectly balanced, fruit-forward delight.</p>",7c9ba4_20a8c87571034c9a80587abf0b071714~mv2.png,Non Alcoholic; Rosé; Okanagan;Ones+ Non-Alc BC Wine; Wine,628340840041,,5.5,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,CASE SIZE,"<p>24 x 200 ml</p>
",,,,,,,,,,,,,,,,,Ones
